event_time,source,order_id,position_id,symbol,side,status,order_status,quantity,requested_price,executed_price,stop_loss,take_profit,realized_pnl,commission,decision_action,trade_mode,confidence,risk_reward,reason,message
2026-05-13 13:36:59,auto-monitor,PAPER_20260513_133659_000001,PAPER_20260513_133659_000001,2301.TW,BUY,SUCCESS,FILLED,709,211.500000,211.500000,207.270000,219.960000,0.000000,213.683738,OPEN_LONG,SWING_TRADE,0.900000,2.000000,多頭分數0.900 >= 閾值0.350,開倉成功
2026-05-13 13:36:59,auto-monitor,PAPER_20260513_133659_000002,PAPER_20260513_133659_000002,1711.TW,BUY,SUCCESS,FILLED,2475,51.500000,51.500000,50.470000,53.560000,0.000000,181.634063,OPEN_LONG,SWING_TRADE,0.874455,2.000000,多頭分數0.874 >= 閾值0.350,開倉成功
2026-05-13 13:36:59,auto-monitor,PAPER_20260513_133659_000003,PAPER_20260513_133659_000003,2344.TW,BUY,SUCCESS,FILLED,891,121.500000,121.500000,119.070000,126.360000,0.000000,154.265513,OPEN_LONG,SWING_TRADE,0.720000,2.000000,多頭分數0.720 >= 閾值0.350,開倉成功
2026-05-13 13:36:59,auto-monitor,PAPER_20260513_133659_000004,PAPER_20260513_133659_000004,2375.TW,BUY,SUCCESS,FILLED,957,96.200000,96.200000,94.276000,100.048000,0.000000,131.190345,OPEN_LONG,SWING_TRADE,0.720000,2.000000,多頭分數0.720 >= 閾值0.350,開倉成功
2026-05-13 13:36:59,auto-monitor,PAPER_20260513_133659_000005,PAPER_20260513_133659_000005,6770.TW,BUY,SUCCESS,FILLED,1291,60.600000,60.600000,59.388000,63.024000,0.000000,111.484305,OPEN_LONG,SWING_TRADE,0.694737,2.000000,多頭分數0.695 >= 閾值0.350,開倉成功
2026-05-13 13:36:59,auto-monitor,PAPER_20260513_133659_000006,PAPER_20260513_133659_000006,8110.TW,BUY,SUCCESS,FILLED,1341,49.550000,49.550000,48.559000,51.532000,0.000000,94.686334,OPEN_LONG,SWING_TRADE,0.694570,2.000000,多頭分數0.695 >= 閾值0.350,開倉成功
2026-05-13 13:36:59,auto-monitor,PAPER_20260513_133659_000007,PAPER_20260513_133659_000007,2313.TW,BUY,SUCCESS,FILLED,237,238.000000,238.000000,233.240000,247.520000,0.000000,80.378550,OPEN_LONG,SWING_TRADE,0.675519,2.000000,多頭分數0.676 >= 閾值0.350,開倉成功
2026-05-13 16:21:37,auto-monitor,PAPER_20260513_162137_000001,PAPER_20260513_162137_000001,2301.TW,BUY,SUCCESS,FILLED,709,211.500000,211.500000,207.270000,219.960000,0.000000,213.683738,OPEN_LONG,SWING_TRADE,0.900000,2.000000,多頭分數0.900 >= 閾值0.350,開倉成功
2026-05-13 16:21:37,auto-monitor,PAPER_20260513_162137_000002,PAPER_20260513_162137_000002,1711.TW,BUY,SUCCESS,FILLED,2475,51.500000,51.500000,50.470000,53.560000,0.000000,181.634063,OPEN_LONG,SWING_TRADE,0.874455,2.000000,多頭分數0.874 >= 閾值0.350,開倉成功
2026-05-13 16:21:37,auto-monitor,PAPER_20260513_162137_000003,PAPER_20260513_162137_000003,2344.TW,BUY,SUCCESS,FILLED,891,121.500000,121.500000,119.070000,126.360000,0.000000,154.265513,OPEN_LONG,SWING_TRADE,0.720000,2.000000,多頭分數0.720 >= 閾值0.350,開倉成功
2026-05-13 16:21:37,auto-monitor,PAPER_20260513_162137_000004,PAPER_20260513_162137_000004,2375.TW,BUY,SUCCESS,FILLED,957,96.200000,96.200000,94.276000,100.048000,0.000000,131.190345,OPEN_LONG,SWING_TRADE,0.720000,2.000000,多頭分數0.720 >= 閾值0.350,開倉成功
2026-05-13 16:21:37,auto-monitor,PAPER_20260513_162137_000005,PAPER_20260513_162137_000005,6770.TW,BUY,SUCCESS,FILLED,1291,60.600000,60.600000,59.388000,63.024000,0.000000,111.484305,OPEN_LONG,SWING_TRADE,0.694737,2.000000,多頭分數0.695 >= 閾值0.350,開倉成功
2026-05-13 16:21:37,auto-monitor,PAPER_20260513_162137_000006,PAPER_20260513_162137_000006,8110.TW,BUY,SUCCESS,FILLED,1341,49.550000,49.550000,48.559000,51.532000,0.000000,94.686334,OPEN_LONG,SWING_TRADE,0.694570,2.000000,多頭分數0.695 >= 閾值0.350,開倉成功
2026-05-13 16:21:37,auto-monitor,PAPER_20260513_162137_000007,PAPER_20260513_162137_000007,2313.TW,BUY,SUCCESS,FILLED,237,238.000000,238.000000,233.240000,247.520000,0.000000,80.378550,OPEN_LONG,SWING_TRADE,0.675519,2.000000,多頭分數0.676 >= 閾值0.350,開倉成功
